Sr.No,Name,Ratings,Total_Reviews,,Company_Type,Locations,How_Old,Workforce
8214,U C S K M Public...,5,(60 Reviews),,11-50 Employees (India),None,None,None
8215,Fortius Technolo...,3.9,(60 Reviews),,New Delhi + 18 more,14 years old,11-50 Employees (India),None
8216,Ekeeda,4.9,(60 Reviews),,Private,"Mumbai,Maharashtra + 3 more",6 years old,51-200 Employees (India)
8217,Media.net Softwa...,4.1,(60 Reviews),,"Dubai,Dubai + 4 more",12 years old,1k-5k Employees (India),None
8218,TVS Sreechakra L...,3.9,(60 Reviews),,"Chennai,Tamil Nadu + 14 more",25 years old,1k-5k Employees (Global),None
8219,Tenneco Clean Ai...,3.9,(60 Reviews),,Pune + 2 more,10k-50k Employees (Global),None,None
8220,SLAP,4.1,(60 Reviews),,Anantapur + 7 more,11-50 Employees (Global),None,None
8221,Kovai.co,4.6,(60 Reviews),,"Sidcup,England",13 years old,51-200 Employees (India),None
8222,Highly Electrica...,3.3,(60 Reviews),,Private,"Ahmedabad,Gujarat + 1 more",9 years old,51-200 Employees (India)
8223,Saarathi Healthc...,3.8,(60 Reviews),,Private,"Jodhpur,Rajasthan + 8 more",14 years old,201-500 Employees (India)
8224,Fichtner Consult...,4,(60 Reviews),,Private,Stockport + 9 more,35 years old,201-500 Employees (India)
8225,B New Mobiles,4.2,(60 Reviews),,Private,"Hyderabad/Secunderabad,Telangana + 8 more",8 years old,51-200 Employees (India)
8226,Deshpande Founda...,4.1,(60 Reviews),,NGO/NPO,"Stoneham,Massachusetts + 6 more",26 years old,201-500 Employees (India)
8227,D-VoiS Communica...,3.9,(59 Reviews),,Private,Bengaluru + 9 more,16 years old,51-200 Employees (India)
8228,Winsome Textile ...,4.4,(59 Reviews),,Public,"Chandigarh,Chandigarh + 5 more",32 years old,501-1k Employees (India)
8229,Indutch Composit...,3.9,(59 Reviews),,Private,Vadodara + 5 more,12 years old,51-200 Employees (India)
8230,K K Construction,3.8,(59 Reviews),,Private,Noida + 19 more,31 years old,51-200 Employees (India)
8231,TONI&GUY,4.2,(59 Reviews),,Private,London + 17 more,59 years old,1-10 Employees (India)
8232,Emmennar Pharma,4.1,(59 Reviews),,Hyderabad + 5 more,17 years old,51-200 Employees (India),None
8233,M.B.A Consulting...,3.4,(59 Reviews),,Private,Noida + 4 more,9 years old,501-1k Employees (India)
8234,Construction Gro...,3.9,(59 Reviews),,Mumbai + 25 more,51-200 Employees (India),None,None
8235,Vikudha Overseas...,4.7,(59 Reviews),,Hong Kong,49 years old,11-50 Employees (India),None
8236,S & T Engineers ...,3.9,(59 Reviews),,Private,"Coimbatore,Tamil Nadu + 10 more",26 years old,501-1k Employees (India)
8237,Vitech Systems A...,3.9,(59 Reviews),,Private,"New York,NY + 1 more",19 years old,201-500 Employees (India)
8238,Flytxt Mobile So...,3.9,(59 Reviews),,Private,Nieuwegein + 4 more,14 years old,201-500 Employees (India)
8239,The Kothari Whee...,4.1,(59 Reviews),,Pune + 1 more,16 years old,201-500 Employees (India),None
8240,Gyansys Infotech,3.1,(59 Reviews),,Private,Carmel + 3 more,17 years old,201-500 Employees (India)
8241,Robo Silicon,4,(59 Reviews),,Private,Hyderabad + 6 more,23 years old,201-500 Employees (India)
8242,Phi Seeds,4.3,(59 Reviews),,Private,Hyderabad + 21 more,46 years old,10k-50k Employees (Global)
8243,PMJ Gems & Jewel...,3.2,(59 Reviews),,Hyderabad + 7 more,58 years old,51-200 Employees (India),None
8244,Ecolog Internati...,4.7,(59 Reviews),,Private,Düsseldorf + 1 more,19 years old,10k-50k Employees (Global)
8245,VTP Realty,3.6,(59 Reviews),,Pune + 1 more,51-200 Employees (India),None,None
8246,Vserv Infosystem...,3.6,(59 Reviews),,Noida + 14 more,6 years old,501-1k Employees (India),None
8247,Powermech Engine...,3.8,(59 Reviews),,"Chennai,Tamil Nadu + 16 more",29 years old,1-10 Employees (India),None
8248,Smartchem Techno...,3.8,(59 Reviews),,Public,Pune + 14 more,35 years old,51-200 Employees (India)
8249,Acharya Institut...,3,(59 Reviews),,Private,Bengaluru + 5 more,32 years old,1k-5k Employees (India)
8250,East Wind Footwe...,4,(59 Reviews),,Cheyyar + 2 more,1k-5k Employees (India),None,None
8251,Calpion Software...,4.2,(59 Reviews),,Private,"Dallas,Texas + 2 more",18 years old,201-500 Employees (India)
8252,Oerlikon Balzers,3.6,(59 Reviews),,Pune + 10 more,28 years old,201-500 Employees (India),None
8253,TUV Rheinland Gr...,4.2,(59 Reviews),,Cologne + 19 more,150 years old,10k-50k Employees (Global),None
8254,Sitec Labs,4.1,(59 Reviews),,Private,"Navi Mumbai,Maharashtra",22 years old,51-200 Employees (India)
8255,Willis Processin...,3.9,(59 Reviews),,Private,"Mumbai,Maharashtra + 2 more",30 years old,11-50 Employees (India)
8256,Shinhan Bank,3.6,(59 Reviews),,Public,"Seoul,Jung-gu + 8 more",40 years old,51-200 Employees (India)
8257,Jekson Vision,4,(59 Reviews),,Private,"Ahmedabad,Gujarat + 1 more",21 years old,201-500 Employees (India)
8258,Metro One Operat...,4.3,(59 Reviews),,Private,Mumbai,16 years old,51-200 Employees (India)
8259,Verticurl,4.2,(59 Reviews),,Private,Singapore + 2 more,16 years old,501-1k Employees (India)
8260,Colorplus Fashio...,4.3,(59 Reviews),,Private,Thane + 16 more,29 years old,51-200 Employees (India)
8261,SSM InfoTech Sol...,3.2,(59 Reviews),,Private,"Surat,Gujarat + 5 more",21 years old,51-200 Employees (India)
8262,Classic Auto Tub...,4.1,(59 Reviews),,Private,Pune + 4 more,26 years old,201-500 Employees (India)
8263,East African (I)...,3,(59 Reviews),,Private,Dehradun + 2 more,42 years old,201-500 Employees (India)
8264,Lifeline Hospita...,4.3,(59 Reviews),,Private,"Chennai,Tamil Nadu + 20 more",25 years old,201-500 Employees (Global)
8265,ETA General,3.3,(59 Reviews),,New Delhi + 17 more,86 years old,201-500 Employees (India),None
8266,BBNL,4.4,(59 Reviews),,Public,New Delhi + 31 more,10 years old,1k-5k Employees (India)
8267,Concept Pharmace...,3.1,(59 Reviews),,Mumbai + 10 more,38 years old,11-50 Employees (India),None
8268,Sanathan Textile...,4.4,(59 Reviews),,Mumbai + 4 more,21 years old,201-500 Employees (India),None
8269,Zebra Technologi...,4.2,(59 Reviews),,Private,"Lincolnshire,Illinois + 7 more",53 years old,51-200 Employees (India)
8270,Wadhokar,3.6,(59 Reviews),,Private,Pune + 2 more,54 years old,51-200 Employees (India)
8271,Apex Auto,3.7,(59 Reviews),,Public,Jamshedpur + 8 more,28 years old,201-500 Employees (India)
8272,LinkedIn,4.6,(59 Reviews),,Private,"Sunnyvale,California + 2 more",19 years old,1k-5k Employees (India)
8273,Hindustan Dorr O...,2.9,(59 Reviews),,Private,"Mumbai,Maharashtra + 5 more",48 years old,10k-50k Employees (India)
8274,Supreme Petroche...,4.1,(59 Reviews),,Public,Mumbai + 2 more,29 years old,201-500 Employees (India)
8275,Careers360,3.3,(59 Reviews),,Private,"Delhi,NCT + 2 more",14 years old,201-500 Employees (India)
8276,Firestar Diamond,4.1,(59 Reviews),,Private,"Mumbai,Maharashtra + 4 more",23 years old,1k-5k Employees (Global)
8277,PCS-Global,3.8,(59 Reviews),,Private,Kolkata + 1 more,12 years old,1k-5k Employees (India)
8278,Anchor Offshore ...,3.4,(59 Reviews),,Mumbai + 8 more,39 years old,201-500 Employees (India),None
8279,LandCraft Develo...,3.9,(59 Reviews),,Private,"Ghaziabad,Uttar Pradesh + 1 more",15 years old,51-200 Employees (India)
8280,Go Colors,4.5,(59 Reviews),,"Chennai,Tamil Nadu + 17 more",12 years old,51-200 Employees (India),None
8281,Harsha Abakus So...,4.5,(59 Reviews),,Ahmedabad + 5 more,12 years old,51-200 Employees (India),None
8282,Jayabheri Automo...,4.1,(59 Reviews),,Hyderabad + 3 more,35 years old,201-500 Employees (India),None
8283,Danfoss Power So...,4.3,(59 Reviews),,Nordborg,51-200 Employees (India),None,None
8284,Associated Power...,4.1,(59 Reviews),,Vadodara + 11 more,26 years old,501-1k Employees (India),None
8285,Shotformats Digi...,1.9,(59 Reviews),,Private,"Mumbai,Maharashtra + 6 more",15 years old,201-500 Employees (India)
8286,Secure Parking S...,4.7,(59 Reviews),,Private,Mumbai + 11 more,43 years old,1k-5k Employees (India)
8287,Cambridge Univer...,4,(59 Reviews),,Private,Cambridge + 11 more,488 years old,51-200 Employees (India)
8288,Windals Precisio...,4.1,(59 Reviews),,Private,Mumbai + 3 more,32 years old,501-1k Employees (Global)
8289,Merit Group,4.1,(59 Reviews),,Private,London + 2 more,19 years old,501-1k Employees (India)
8290,Monotech Systems,4.1,(59 Reviews),,Private,Chennai + 11 more,23 years old,51-200 Employees (India)
8291,Infocus Technolo...,3.3,(59 Reviews),,Private,"Kolkata,West Bengal + 9 more",15 years old,11-50 Employees (India)
8292,Indian Agricultu...,4.5,(59 Reviews),,Private,New Delhi + 8 more,117 years old,51-200 Employees (India)
8293,Damas Jewellery,4.2,(59 Reviews),,Dubai + 8 more,115 years old,1k-5k Employees (Global),None
8294,Mani Group,3.4,(59 Reviews),,Kolkata + 3 more,1k-5k Employees (India),None,None
8295,QUALITY EVALUATI...,3.9,(59 Reviews),,Private,Bengaluru + 12 more,37 years old,201-500 Employees (India)
8296,Presidency Schoo...,3.9,(59 Reviews),,Bengaluru + 8 more,46 years old,None,None
8297,Al Ansari Tradin...,3.2,(59 Reviews),,Muscat + 1 more,47 years old,501-1k Employees (India),None
8298,Suguna Poultry F...,4.5,(59 Reviews),,Coimbatore + 23 more,38 years old,None,None
8299,Valued Epistemic...,3.5,(59 Reviews),,Private,"Chennai,Tamil Nadu",14 years old,11-50 Employees (India)
8300,Systematix Infot...,4,(59 Reviews),,Private,"Indore,Madhya Pradesh + 1 more",17 years old,51-200 Employees (India)
8301,VAP Technology,3.4,(59 Reviews),,Kolkata,11 years old,501-1k Employees (India),None
8302,KARL STORZ,4,(59 Reviews),,Private,Tuttlingen + 13 more,77 years old,51-200 Employees (India)
8303,Elcomponics Sale...,2.3,(59 Reviews),,Private,Noida + 4 more,34 years old,501-1k Employees (India)
8304,Pradot Technolog...,4.3,(59 Reviews),,Private,"Indianapolis,Indiana + 2 more",23 years old,501-1k Employees (India)
8305,Intec Capital,4,(59 Reviews),,Public,"Delhi/NCR,New Delhi + 9 more",28 years old,51-200 Employees (India)
8306,Mordor Intellige...,3.7,(59 Reviews),,Private,"Hyderabad/Secunderabad,Telangana",9 years old,201-500 Employees (India)
8307,Nextra Teleservi...,2.5,(59 Reviews),,Private,"Delhi/NCR,Delhi + 6 more",16 years old,51-200 Employees (India)
8308,3DPLM Software S...,4.1,(59 Reviews),,Private,Mumbai + 1 more,21 years old,1k-5k Employees (India)
8309,White Crow Resea...,3.6,(59 Reviews),,Private,Mumbai + 1 more,11 years old,501-1k Employees (India)
8310,Government of Ha...,4,(59 Reviews),,Private,Chandigarh + 19 more,56 years old,10k-50k Employees (India)
8311,KSB Tech,4.2,(59 Reviews),,Private,Pune + 3 more,17 years old,1k-5k Employees (Global)
8312,Amtech Electroni...,3.9,(59 Reviews),,Private,Gandhinagar + 5 more,35 years old,201-500 Employees (India)
8313,Mersen,3.9,(59 Reviews),,Private,Courbevoie + 3 more,131 years old,51-200 Employees (India)
8314,KTM,3.9,(59 Reviews),,Private,Mattighofen + 32 more,69 years old,1k-5k Employees (India)
8315,Hotel The Royal ...,3.6,(59 Reviews),,Private,New Delhi + 3 more,53 years old,501-1k Employees (Global)
8316,Bandhan Financia...,3.7,(59 Reviews),,Public,"Kolkata,West Bengal + 24 more",21 years old,10k-50k Employees (Global)
8317,Assam down town ...,3,(59 Reviews),,Private,"Guwahati,Assam",12 years old,201-500 Employees (India)
8318,Punjab Kesari,4,(59 Reviews),,Private,"Delhi/NCR,Delhi + 10 more",57 years old,10k-50k Employees (Global)
8319,Tbs India Telema...,4,(59 Reviews),,Private,"Bangalore/Bengaluru,Karnataka + 13 more",22 years old,51-200 Employees (India)
8320,Curatio Healthca...,4.7,(59 Reviews),,Private,Chennai + 12 more,17 years old,201-500 Employees (India)
8321,Oriental Rubber ...,4.2,(59 Reviews),,Pune + 1 more,73 years old,201-500 Employees (India),None
8322,Credit Analysis ...,3,(59 Reviews),,Private,"Mumbai,Maharashtra + 9 more",29 years old,501-1k Employees (India)
8323,Jubilant Motorwo...,4,(59 Reviews),,Bengaluru + 6 more,13 years old,201-500 Employees (India),None
8324,Enlist Managemen...,3.7,(59 Reviews),,Chennai + 12 more,18 years old,201-500 Employees (India),None
8325,Fujikura Automot...,4.6,(59 Reviews),,Public,Koto-ku,137 years old,11-50 Employees (India)
8326,Valecha Engineer...,4.2,(59 Reviews),,Public,"Mumbai,Maharashtra + 17 more",65 years old,201-500 Employees (India)
8327,B5 Plus,3.1,(59 Reviews),,Public,Tema + 3 more,20 years old,1k-5k Employees (India)
8328,SE2 DIGITAL SERV...,3.6,(59 Reviews),,LLP,"Topeka,Kansas",3 years old,51-200 Employees (India)
8329,Mouser Electroni...,4.4,(59 Reviews),,"Mansfield,Texas + 1 more",58 years old,201-500 Employees (India),None
8330,Advids.co,3.1,(59 Reviews),,Private,Palo Alto + 7 more,13 years old,201-500 Employees (Global)
8331,Gia India Labora...,3.9,(59 Reviews),,Mumbai + 3 more,91 years old,51-200 Employees (India),None
8332,Seva Automotive,4,(59 Reviews),,Private,Nasik + 3 more,37 years old,201-500 Employees (India)
8333,Zeon Lifescience...,3.9,(59 Reviews),,Private,"Noida,Uttar Pradesh + 3 more",35 years old,201-500 Employees (India)
8334,Wizertech Inform...,4.1,(59 Reviews),,Kolkata + 6 more,22 years old,51-200 Employees (India),None
8335,Al Muzain,4.3,(59 Reviews),,Private,Al Jubail + 4 more,26 years old,1k-5k Employees (India)
8336,S10 Healthcare S...,3.6,(59 Reviews),,Private,Chennai + 1 more,9 years old,201-500 Employees (India)
8337,Housr,4.8,(59 Reviews),,"Gurgaon,Haryana + 2 more",4 years old,11-50 Employees (India),None
8338,Aditya Birla Ins...,4.3,(59 Reviews),,Public,Veraval + 17 more,19 years old,201-500 Employees (India)
8339,Oerlikon Balzers,3.6,(59 Reviews),,Pune + 10 more,28 years old,201-500 Employees (India),None
8340,Calpion Software...,4.2,(59 Reviews),,Private,"Dallas,Texas + 2 more",18 years old,201-500 Employees (India)
8341,East Wind Footwe...,4,(59 Reviews),,Cheyyar + 2 more,1k-5k Employees (India),None,None
8342,Vserv Infosystem...,3.6,(59 Reviews),,Noida + 14 more,6 years old,501-1k Employees (India),None
8343,Powermech Engine...,3.8,(59 Reviews),,"Chennai,Tamil Nadu + 16 more",29 years old,1-10 Employees (India),None
8344,Housr,4.8,(59 Reviews),,"Gurgaon,Haryana + 2 more",4 years old,11-50 Employees (India),None
8345,RGBSI,4.1,(59 Reviews),,"Troy,Michigan + 4 more",25 years old,201-500 Employees (India),None
8346,HR Food Processi...,3.8,(59 Reviews),,Ranchi + 7 more,12 years old,51-200 Employees (India),None
8347,Advids.co,3.1,(59 Reviews),,Private,Palo Alto + 7 more,13 years old,201-500 Employees (Global)
8348,Zivame.com,3.9,(59 Reviews),,Private,"Bangalore,Karnataka + 8 more",11 years old,201-500 Employees (India)
8349,Manav Rachna Int...,3.1,(59 Reviews),,Private,"Faridabad,Haryana + 2 more",18 years old,51-200 Employees (India)
8350,Funfirst Global ...,2.9,(59 Reviews),,Private,"Mumbai,Maharashtra + 14 more",21 years old,51-200 Employees (Global)
8351,MyGlamm,3.6,(59 Reviews),,Mumbai + 16 more,7 years old,501-1k Employees (India),None
8352,On Demand Agilit...,3.8,(59 Reviews),,Private,King Of Prussia + 3 more,16 years old,201-500 Employees (India)
8353,mPokket,3.2,(59 Reviews),,"Kolkata,West Bengal + 1 more",6 years old,501-1k Employees (India),None
8354,MasterSoft ERP S...,3.5,(59 Reviews),,Private,"Nagpur,Maharashtra + 4 more",27 years old,51-200 Employees (India)
8355,State Street Ban...,3.8,(1.3k Reviews),,Private,Boston + 8 more,230 years old,1 Lakh+ Employees (India)
8356,Apeejay Surrendr...,4,(496 Reviews),,Private,Kolkata + 11 more,112 years old,10k-50k Employees (India)
8357,Mars,4.3,(326 Reviews),,Private,McLean + 14 more,131 years old,1 Lakh+ Employees (Global)
8358,Stallion Group,3.6,(70 Reviews),,Private,Lagos + 9 more,53 years old,5k-10k Employees (Global)
8359,Via.com,3.7,(59 Reviews),,Private,"New York City,New York + 7 more",17 years old,201-500 Employees (India)
8360,Blue Rose Techno...,3.9,(58 Reviews),,Private,"Miami,Florida + 6 more",12 years old,1k-5k Employees (India)
8361,Funskool India,4.1,(58 Reviews),,Private,Chennai + 9 more,34 years old,201-500 Employees (India)
8362,DDF Consultants,4,(58 Reviews),,Private,"New Delhi,Delhi + 12 more",14 years old,201-500 Employees (India)
8363,Lexus Motors,3.7,(58 Reviews),,Private,Kolkata + 5 more,31 years old,501-1k Employees (India)
8364,Groz - Beckert A...,3.4,(58 Reviews),,Private,Albstadt + 4 more,170 years old,201-500 Employees (India)
8365,Enzene Bioscienc...,4.1,(58 Reviews),,Private,"Pune,Maharashtra",16 years old,201-500 Employees (India)
8366,Zieta Technologi...,3.7,(58 Reviews),,Private,"Atlanta,Georgia + 5 more",21 years old,201-500 Employees (India)
8367,Auditime Informa...,3.6,(58 Reviews),,Private,Mumbai + 2 more,23 years old,201-500 Employees (Global)
8368,TSMT Technology ...,3,(58 Reviews),,Taoyuan,25 years old,201-500 Employees (Global),None
8369,Clove Technologi...,3.7,(58 Reviews),,Private,"Hyderabad/Secunderabad,Telangana",18 years old,51-200 Employees (India)
8370,Pyramid E Servic...,3,(58 Reviews),,Private,"New Delhi,Delhi + 10 more",17 years old,11-50 Employees (India)
8371,Nutricia,4.2,(58 Reviews),,Private,Utrecht + 18 more,126 years old,5k-10k Employees (Global)
8372,Saudi Iron And S...,4.2,(58 Reviews),,Al Jubail + 5 more,43 years old,51-200 Employees (India),None
8373,Shah Alloys,3.5,(58 Reviews),,Public,Ahmedabad + 4 more,32 years old,1k-5k Employees (India)
8374,Chelsea Mills LL...,3.1,(58 Reviews),,LLP,New Delhi + 3 more,44 years old,201-500 Employees (India)
8375,Teemage Precast ...,4.1,(58 Reviews),,Tirupur + 5 more,11 years old,201-500 Employees (India),None
8376,Apollo Life,4,(58 Reviews),,Private,"Hyderabad/Secunderabad,Telangana + 10 more",14 years old,501-1k Employees (Global)
8377,Ikon Retail,3.7,(58 Reviews),,Private,New Delhi + 8 more,16 years old,11-50 Employees (India)
8378,DiGiSPICE,3.9,(58 Reviews),,Public,"Noida,Uttar Pradesh + 9 more",22 years old,501-1k Employees (India)
8379,Encore Healthcar...,4.3,(58 Reviews),,Private,Mumbai + 8 more,20 years old,51-200 Employees (India)
8380,FiberHome,3.8,(58 Reviews),,Private,Wuhan + 7 more,23 years old,51-200 Employees (India)
8381,Rij Engineering,3.7,(58 Reviews),,Private,Pune,31 years old,51-200 Employees (India)
8382,Sunrise Hospital,4.3,(58 Reviews),,Private,"Delhi/NCR,Delhi + 19 more",64 years old,201-500 Employees (Global)
8383,New Saraswati Ho...,3.9,(58 Reviews),,New Delhi + 17 more,72 years old,51-200 Employees (India),None
8384,Sankei Giken,4.2,(58 Reviews),,Tokyo,74 years old,51-200 Employees (India),None
8385,Bader Al Mulla B...,4.7,(58 Reviews),,Private,Kuwait City + 9 more,84 years old,None
8386,Meditrina Hospit...,3.2,(58 Reviews),,Private,"Kollam,Kerala + 10 more",13 years old,51-200 Employees (India)
8387,Zillion Infrapro...,3.7,(58 Reviews),,Private,New Delhi + 8 more,47 years old,51-200 Employees (India)
8388,Recaero,3.7,(58 Reviews),,Private,Verniolle + 1 more,31 years old,201-500 Employees (Global)
8389,Lansum Propertie...,4.4,(58 Reviews),,LLP,"Hyderabad/Secunderabad,Telangana + 1 more",8 years old,11-50 Employees (India)
8390,Sacred Heart Sch...,4.5,(58 Reviews),,Private,"Yankton,SD (US) + 20 more",51-200 Employees (India),None
8391,Schenck Rotec,4.5,(58 Reviews),,Private,Darmstadt + 7 more,27 years old,51-200 Employees (India)
8392,Presto Stantest,4.2,(58 Reviews),,Faridabad + 5 more,40 years old,51-200 Employees (India),None
8393,Gopalan Enterpri...,4.1,(58 Reviews),,Private,"Bangalore/Bengaluru,Karnataka",38 years old,201-500 Employees (India)
8394,BESCOM,3.8,(58 Reviews),,Private,Bengaluru + 5 more,20 years old,5k-10k Employees (Global)
8395,Omega,3.9,(58 Reviews),,Private,Sofia + 15 more,1k-5k Employees (India),None
8396,Geometric,3.8,(58 Reviews),,Public,"Noida,Uttar Pradesh + 2 more",38 years old,5k-10k Employees (Global)
8397,Junglee Games,4.1,(58 Reviews),,Private,"Delhi,NCT + 3 more",10 years old,501-1k Employees (India)
8398,Awfis,4.1,(58 Reviews),,Private,"Delhi,NCT + 9 more",7 years old,501-1k Employees (India)
8399,SVAM Power Plant...,4,(58 Reviews),,Private,Faridabad + 7 more,41 years old,51-200 Employees (India)
8400,Mahatma Gandhi M...,4.1,(58 Reviews),,Jaipur + 8 more,22 years old,501-1k Employees (India),None
8401,Slate The School,4.4,(58 Reviews),,Hyderabad + 3 more,21 years old,501-1k Employees (India),None
8402,Airproducts,4,(58 Reviews),,Public,"Trexlertown,PA + 3 more",82 years old,501-1k Employees (India)
8403,Sri Sai Power an...,4,(58 Reviews),,Private,Tiruchirappalli + 8 more,9 years old,11-50 Employees (India)
8404,Ashima Group,4.1,(58 Reviews),,Public,"Ahmedabad,Gujarat + 2 more",40 years old,501-1k Employees (India)
8405,ACCE GLOBAL SOFT...,3.9,(58 Reviews),,Kolkata + 4 more,None,None,None
8406,Identifyplus De...,3.8,(58 Reviews),,"Gurgaon,Haryana + 23 more",6 years old,None,None
8407,iNeuron.ai,4.4,(58 Reviews),,Bengaluru/Bangalore + 1 more,51-200 Employees (India),None,None
8408,Futurense Techno...,4.4,(58 Reviews),,Private,"Bengaluru,Karnataka",2 years old,51-200 Employees (India)
8409,PICKRR TECHNOLOG...,4.2,(58 Reviews),,Gurgaon/Gurugram + 4 more,51-200 Employees (India),None,None
8410,Vertafore,4.2,(58 Reviews),,Private,"Denver,Colorado",53 years old,501-1k Employees (India)
8411,ACS Solution,4.1,(58 Reviews),,Hyderabad/Secunderabad + 3 more,501-1k Employees (India),None,None
8412,Herbalife,4.4,(58 Reviews),,"Los Angeles,California + 21 more",42 years old,1 Lakh+ Employees (India),None
8413,Euronet Global D...,4.4,(58 Reviews),,"Leawood,Kansas + 7 more",28 years old,501-1k Employees (India),None
8414,Wood PLC,4.1,(58 Reviews),,Gurgaon/Gurugram + 6 more,1k-5k Employees (India),None,None
8415,United Biscuits,4.7,(58 Reviews),,Private,Hayes + 17 more,74 years old,501-1k Employees (India)
8416,Recaero,3.7,(58 Reviews),,Private,Verniolle + 1 more,31 years old,201-500 Employees (Global)
8417,Schenck Rotec,4.5,(58 Reviews),,Private,Darmstadt + 7 more,27 years old,51-200 Employees (India)
8418,Atom Technologie...,4.2,(58 Reviews),,Public,"Mumbai,Maharashtra + 9 more",16 years old,501-1k Employees (India)
8419,THE Gate Academy,3.9,(58 Reviews),,Private,"Bangalore,Karnataka + 12 more",13 years old,1k-5k Employees (India)
8420,Sara Sae India,3.1,(58 Reviews),,Private,"Chennai,Tamil Nadu + 6 more",28 years old,501-1k Employees (Global)
8421,Geometric,3.8,(58 Reviews),,Public,"Noida,Uttar Pradesh + 2 more",38 years old,5k-10k Employees (Global)
8422,SCON Projects,4.4,(58 Reviews),,Private,Pune + 1 more,15 years old,51-200 Employees (India)
8423,Zillion Infrapro...,3.7,(58 Reviews),,Private,New Delhi + 8 more,47 years old,51-200 Employees (India)
8424,FEV,3.5,(58 Reviews),,Private,Aachen + 2 more,44 years old,201-500 Employees (India)
8425,Junglee Games,4.1,(58 Reviews),,Private,"Delhi,NCT + 3 more",10 years old,501-1k Employees (India)
8426,Hindustan Shipya...,4.4,(58 Reviews),,Public,Visakhapatnam + 3 more,81 years old,1k-5k Employees (India)
8427,Sujan Cooper Sta...,3.8,(58 Reviews),,Pune + 5 more,51-200 Employees (India),None,None
8428,Lexus Motors,3.7,(58 Reviews),,Private,Kolkata + 5 more,31 years old,501-1k Employees (India)
8429,Funskool India,4.1,(58 Reviews),,Private,Chennai + 9 more,34 years old,201-500 Employees (India)
8430,MSG Global Solut...,3.5,(58 Reviews),,Private,"Regensdorf,Zurich + 1 more",14 years old,201-500 Employees (India)
8431,Goyal & Co.,4,(58 Reviews),,Private,Bengaluru + 9 more,51 years old,201-500 Employees (India)
8432,Egon Zehnder Int...,3.9,(58 Reviews),,Private,Zurich + 1 more,58 years old,501-1k Employees (India)
8433,Hi-Tech Arai,3.8,(58 Reviews),,Madurai + 5 more,37 years old,501-1k Employees (India),None
8434,S.H. Kelkar & Co...,4.3,(58 Reviews),,Private,"Mumbai,Maharashtra + 8 more",14 years old,1k-5k Employees (India)
8435,FEV,3.5,(58 Reviews),,Private,Aachen + 2 more,44 years old,201-500 Employees (India)
8436,Sarvotham Care,4.4,(58 Reviews),,Public,"Hyderabad/Secunderabad,Telangana + 3 more",26 years old,51-200 Employees (India)
8437,Awfis,4.1,(58 Reviews),,Private,"Delhi,NCT + 9 more",7 years old,501-1k Employees (India)
8438,SVAM Power Plant...,4,(58 Reviews),,Private,Faridabad + 7 more,41 years old,51-200 Employees (India)
8439,Rakshit Drugs,3.3,(58 Reviews),,Private,Hyderabad + 2 more,22 years old,201-500 Employees (India)
8440,Derewala Jewelle...,3.6,(58 Reviews),,Private,Jaipur,35 years old,201-500 Employees (India)
8441,IANT,3.4,(58 Reviews),,Private,Vadodara + 23 more,23 years old,1 Lakh+ Employees (India)
8442,THE Gate Academy,3.9,(58 Reviews),,Private,"Bangalore,Karnataka + 12 more",13 years old,1k-5k Employees (India)
8443,Sara Sae India,3.1,(58 Reviews),,Private,"Chennai,Tamil Nadu + 6 more",28 years old,501-1k Employees (Global)
8444,United Biscuits,4.7,(58 Reviews),,Private,Hayes + 17 more,74 years old,501-1k Employees (India)
8445,Crestech Softwar...,3.9,(58 Reviews),,Private,"Noida,Uttar Pradesh + 4 more",17 years old,51-200 Employees (India)
8446,Born Group,3.7,(58 Reviews),,Private,New York + 4 more,11 years old,1k-5k Employees (India)
8447,Comnet Solutions,3.5,(58 Reviews),,Private,"Delhi/NCR,Delhi + 10 more",28 years old,51-200 Employees (India)
8448,Groz - Beckert A...,3.4,(58 Reviews),,Private,Albstadt + 4 more,170 years old,201-500 Employees (India)
8449,GILLANDERS ARBUT...,3.6,(58 Reviews),,Public,"Kolkata,West Bengal + 12 more",87 years old,1k-5k Employees (India)
8450,Acma Computers,3.6,(58 Reviews),,Private,Mumbai + 7 more,30 years old,51-200 Employees (India)
8451,Reinforced Earth,3.9,(58 Reviews),,Private,Rueil-Malmaison + 8 more,16 years old,201-500 Employees (India)
8452,Aditya Auto Prod...,4,(58 Reviews),,Private,Bengaluru + 7 more,26 years old,51-200 Employees (India)
8453,Medsource Ozone ...,4,(58 Reviews),,Private,"Faridabad,Haryana + 15 more",19 years old,201-500 Employees (India)
8454,Web Spiders,2.8,(58 Reviews),,Private,New York + 3 more,22 years old,51-200 Employees (India)
8455,Thrillophilia,3.3,(58 Reviews),,Private,"Jaipur,Rajasthan + 3 more",12 years old,201-500 Employees (India)
8456,Oil Field Instru...,2.8,(58 Reviews),,Mumbai + 7 more,30 years old,501-1k Employees (India),None
8457,Oswal Woollen Mi...,4.4,(58 Reviews),,Public,Ludhiana + 6 more,73 years old,1k-5k Employees (India)
8458,Raj Industries,3.5,(58 Reviews),,Private,Bhiwadi + 14 more,14 years old,51-200 Employees (India)
